STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,eng_pow,Engine power,gear,Fishing gears,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,BE,Belgium,2013,,385,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,BE,Belgium,2014,,385,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,BE,Belgium,2015,,385,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,BE,Belgium,2016,,385,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,BE,Belgium,2017,,385,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,DE,Germany,2004,,783,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,DE,Germany,2005,,783,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,DE,Germany,2006,,783,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,DE,Germany,2007,,783,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,DE,Germany,2008,,783,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,DE,Germany,2009,,783,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,DE,Germany,2010,,783,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,DE,Germany,2011,,783,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,DE,Germany,2012,,783,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,DE,Germany,2013,,783,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,DE,Germany,2014,,783,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,DE,Germany,2015,,783,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,DE,Germany,2016,,783,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,DE,Germany,2017,,783,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",1990,,203,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",1992,,328,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",1993,,601,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",1994,,601,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",1995,,601,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",1996,,601,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",1997,,846,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",1998,,846,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",1999,,841,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2000,,841,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2001,,841,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2002,,1061,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2003,,1304,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2004,,2577,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2005,,2357,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2006,,2507,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2007,,2417,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2008,,2116,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2009,,2116,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2010,,1846,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2011,,1518,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2012,,1914,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,,2299,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2014,,2299,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,,2299,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,,2299,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,,2299,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,,1131,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,,735,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2020,,735,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2021,,735,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2022,,735,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,,735,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,,735,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,IE,Ireland,1999,,268,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,IE,Ireland,2000,,268,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,IE,Ireland,2001,,268,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,IE,Ireland,2002,,488,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,IE,Ireland,2003,,789,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,IE,Ireland,2004,,789,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,IE,Ireland,2005,,569,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,IE,Ireland,2006,,719,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,IE,Ireland,2007,,301,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,1997,,245,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,1998,,245,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,1999,,245,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2000,,245,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2001,,245,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2002,,245,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2003,,515,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2004,,1005,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2005,,1005,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2006,,1005,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2007,,1005,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2008,,1005,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2009,,1005,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2010,,735,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2011,,735,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2012,,735,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2013,,735,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2014,,735,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2015,,735,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2016,,735,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2017,,735,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2018,,735,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2019,,735,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2020,,735,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2021,,735,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2022,,735,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2023,,735,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,NL,Netherlands,2024,,735,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,UK,United Kingdom,1990,,203,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,UK,United Kingdom,1992,,328,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,UK,United Kingdom,1993,,601,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,UK,United Kingdom,1994,,601,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,UK,United Kingdom,1995,,601,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,UK,United Kingdom,1996,,601,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,UK,United Kingdom,1997,,601,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,UK,United Kingdom,1998,,601,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,UK,United Kingdom,1999,,328,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW1000-1999,From 1 000 to 1 999 kW,DRE,Dredges,UK,United Kingdom,2000,,328,,,,,
