STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,eng_pow,Engine power,gear,Fishing gears,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2008,,38119,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2009,,37279,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2010,,35079,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2011,,34776,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2012,,34275,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,,33298,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2014,,32348,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,,30773,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,,30773,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,,30508,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,,30353,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,,30374,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2020,,30486,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2021,,30239,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2022,,29857,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,,29802,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,,29744,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,1995,,69,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,1996,,34,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,1997,,22,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,1998,,22,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,1999,,22,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,2000,,22,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,2001,,22,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,2002,,22,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,2003,,22,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,2004,,22,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,2005,,22,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,2006,,22,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,2007,,22,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,2008,,22,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,2009,,136,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,2010,,136,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,2011,,136,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,2012,,136,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,2013,,22,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,2014,,22,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,2015,,22,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,2016,,22,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,2017,,22,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,2018,,22,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,2019,,22,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,2020,,22,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FI,Finland,2021,,22,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,1997,,44,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,1998,,36,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,1999,,136,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2000,,136,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2001,,16,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2002,,110,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2003,,261,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2004,,257,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2005,,520,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2006,,528,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2007,,1498,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2008,,1506,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2009,,1506,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2010,,1103,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2011,,1247,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2012,,1393,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2013,,1063,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2014,,1108,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2015,,1093,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2016,,1101,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2017,,1090,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2018,,935,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2019,,1006,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2020,,1095,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2021,,1234,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2022,,1239,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2023,,1053,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,FR,France,2024,,1292,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,HR,Croatia,2013,,120,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,HR,Croatia,2014,,107,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,HR,Croatia,2015,,116,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,HR,Croatia,2016,,116,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,HR,Croatia,2017,,124,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,HR,Croatia,2018,,127,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,HR,Croatia,2019,,142,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,HR,Croatia,2020,,166,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,HR,Croatia,2021,,156,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,HR,Croatia,2022,,171,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,HR,Croatia,2023,,163,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,HR,Croatia,2024,,175,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IE,Ireland,2007,,392,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IE,Ireland,2008,,233,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IE,Ireland,2009,,233,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IE,Ireland,2010,,233,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IE,Ireland,2011,,233,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IE,Ireland,2012,,233,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IE,Ireland,2017,,128,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IE,Ireland,2018,,128,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IE,Ireland,2019,,128,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IE,Ireland,2020,,128,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IE,Ireland,2021,,128,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IE,Ireland,2022,,128,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IE,Ireland,2023,,128,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IE,Ireland,2024,,128,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IT,Italy,1991,,951,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IT,Italy,1992,,1170,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IT,Italy,1993,,1102,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IT,Italy,1994,,1102,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IT,Italy,1995,,1102,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IT,Italy,1996,,1124,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IT,Italy,1997,,1082,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IT,Italy,1998,,891,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IT,Italy,1999,,808,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IT,Italy,2000,,823,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IT,Italy,2001,,724,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IT,Italy,2002,,770,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IT,Italy,2003,,770,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IT,Italy,2004,,666,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IT,Italy,2005,,666,,,,,
dataflow,ESTAT:FISH_FLEET_GP(1.0),Fishing fleet by type of gear and engine power,A,Annual,GT,Gross tonnage (GT),KW350-499,From 350 to 499 kW,HOL,Hooks and lines,IT,Italy,2006,,550,,,,,
